quest_id,sequence,level,stage_name,difficulty,kind,concept,title,summary,prompt,xp,uses_gtkada
ADA-0077,77,7,Alire and Ada Foundations,Foundation,Test,Numeric and based literals,Test: Numeric and based literals,"Test practice for Numeric and based literals, emphasizing underscores, exponent notation, base notation, and exact intent.","Add tests for a package that uses Numeric and based literals. Include a normal case, a boundary case, and a failure or misuse case related to underscores, exponent notation, base notation, and exact intent.",132,False
ADA-0078,78,7,Alire and Ada Foundations,Foundation,Refactor,Numeric and based literals,Refactor: Numeric and based literals,"Refactor practice for Numeric and based literals, emphasizing underscores, exponent notation, base notation, and exact intent.","Take a working but weak Ada solution involving Numeric and based literals and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves underscores, exponent notation, base notation, and exact intent.",144,False
ADA-0079,79,7,Alire and Ada Foundations,Foundation,Design,Numeric and based literals,Design: Numeric and based literals,"Design practice for Numeric and based literals, emphasizing underscores, exponent notation, base notation, and exact intent.","Design a production-quality package or subsystem that depends on Numeric and based literals. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize underscores, exponent notation, base notation, and exact intent.",156,False
ADA-0080,80,7,Alire and Ada Foundations,Foundation,Senior Review,Numeric and based literals,Senior Review: Numeric and based literals,"Senior Review practice for Numeric and based literals, emphasizing underscores, exponent notation, base notation, and exact intent.","Perform a senior-level review of an implementation using Numeric and based literals. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on underscores, exponent notation, base notation, and exact intent.",168,False
ADA-0081,81,8,Alire and Ada Foundations,Foundation,Recall,Language attributes,Recall: Language attributes,"Recall practice for Language attributes, emphasizing using attributes such as First, Last, Range, Image, Value, Size, and Pos.","Define Language attributes without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on using attributes such as First, Last, Range, Image, Value, Size, and Pos.",60,False
ADA-0082,82,8,Alire and Ada Foundations,Foundation,Explain,Language attributes,Explain: Language attributes,"Explain practice for Language attributes, emphasizing using attributes such as First, Last, Range, Image, Value, Size, and Pos.","Explain Language attributes to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on using attributes such as First, Last, Range, Image, Value, Size, and Pos.",72,False
ADA-0083,83,8,Alire and Ada Foundations,Foundation,Read,Language attributes,Read: Language attributes,"Read practice for Language attributes, emphasizing using attributes such as First, Last, Range, Image, Value, Size, and Pos.","Create or locate a minimal compiling Ada example that demonstrates Language attributes. Annotate every line related to the concept and explain how the compiler enforces using attributes such as First, Last, Range, Image, Value, Size, and Pos.",84,False
ADA-0084,84,8,Alire and Ada Foundations,Foundation,Predict,Language attributes,Predict: Language attributes,"Predict practice for Language attributes, emphasizing using attributes such as First, Last, Range, Image, Value, Size, and Pos.","Write a small Ada program involving Language attributes. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on using attributes such as First, Last, Range, Image, Value, Size, and Pos.",96,False
ADA-0085,85,8,Alire and Ada Foundations,Foundation,Repair,Language attributes,Repair: Language attributes,"Repair practice for Language attributes, emphasizing using attributes such as First, Last, Range, Image, Value, Size, and Pos.","Start with a minimal working example of Language attributes, introduce one realistic defect involving using attributes such as First, Last, Range, Image, Value, Size, and Pos, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",108,False
ADA-0086,86,8,Alire and Ada Foundations,Foundation,Write,Language attributes,Write: Language attributes,"Write practice for Language attributes, emphasizing using attributes such as First, Last, Range, Image, Value, Size, and Pos.","From an empty Alire binary crate, implement a focused example of Language attributes. Use domain names from avionics, simulation, or game tooling and make using attributes such as First, Last, Range, Image, Value, Size, and Pos visible in the design.",120,False
